Date,Product,Category,Region,Quantity,Sales($)
22-02-2022,Monitor,Computers,Central,2,684.58
22-02-2022,Smartwatch,Wearables,West,3,572.45
23-02-2022,Smartwatch,Wearables,South,4,798.14
25-02-2022,Webcam,Accessories,South,4,343.22
25-02-2022,Webcam,Accessories,Central,2,135.52
26-02-2022,Keyboard,Accessories,Central,2,128.3
26-02-2022,Webcam,Accessories,North,2,141.37
26-02-2022,Smartwatch,Wearables,West,3,572.88
28-02-2022,Laptop,Computers,Central,2,1610.64
28-02-2022,Webcam,Accessories,Central,4,283.78
28-02-2022,Webcam,Accessories,West,4,353.32
28-02-2022,Speaker,Audio,Central,2,287.74
01-03-2022,Webcam,Accessories,East,4,314.7
01-03-2022,Smartphone,Mobile,Central,3,2097.75
01-03-2022,Tablet,Mobile,North,4,1836.04
03-03-2022,Mouse,Accessories,West,1,34.33
04-03-2022,Mouse,Accessories,North,4,175.6
04-03-2022,Speaker,Audio,Central,4,667.76
04-03-2022,Tablet,Mobile,North,2,929.73
04-03-2022,Headphones,Accessories,Central,5,611.23
05-03-2022,Tablet,Mobile,Central,4,1460.7
05-03-2022,Webcam,Accessories,West,7,573.55
05-03-2022,Smartphone,Mobile,West,4,2185.09
06-03-2022,Speaker,Audio,East,3,426.13
06-03-2022,Headphones,Accessories,South,1,101.41
06-03-2022,Smartphone,Mobile,North,2,1236.6
06-03-2022,Monitor,Computers,North,4,1259.94
07-03-2022,Monitor,Computers,North,4,1308.64
07-03-2022,Headphones,Accessories,North,3,417.63
08-03-2022,Speaker,Audio,West,5,680.22
08-03-2022,Headphones,Accessories,North,3,330.1
08-03-2022,Keyboard,Accessories,Central,1,92.33
09-03-2022,Speaker,Audio,West,2,344.82
10-03-2022,Headphones,Accessories,South,3,358.59
10-03-2022,Laptop,Computers,West,1,907.95
10-03-2022,Speaker,Audio,East,2,343.52
10-03-2022,Mouse,Accessories,East,4,183.92
10-03-2022,Webcam,Accessories,West,3,258.09
11-03-2022,Monitor,Computers,East,3,1200.87
11-03-2022,Speaker,Audio,North,3,509.55
12-03-2022,Laptop,Computers,South,3,2355.98
14-03-2022,Mouse,Accessories,North,2,82.04
14-03-2022,Smartphone,Mobile,East,1,641.84
14-03-2022,Headphones,Accessories,North,3,315.22
15-03-2022,Smartwatch,Wearables,West,2,490.64
15-03-2022,Smartphone,Mobile,South,1,567.88
15-03-2022,Monitor,Computers,West,2,697.68
15-03-2022,Smartwatch,Wearables,South,3,631.73
16-03-2022,Tablet,Mobile,East,3,1424.13
16-03-2022,Mouse,Accessories,Central,4,159.24
17-03-2022,Monitor,Computers,North,1,365.43
17-03-2022,Speaker,Audio,West,4,649.8
17-03-2022,Monitor,Computers,South,3,1115.31
19-03-2022,Headphones,Accessories,East,1,107.62
19-03-2022,Monitor,Computers,South,3,1144.95
20-03-2022,Mouse,Accessories,East,3,115.85
20-03-2022,Mouse,Accessories,Central,3,116.65
20-03-2022,Keyboard,Accessories,West,6,520.86
20-03-2022,Speaker,Audio,West,7,854.73
21-03-2022,Monitor,Computers,West,1,370.41
21-03-2022,Speaker,Audio,West,3,474.72
22-03-2022,Smartwatch,Wearables,Central,3,749.46
23-03-2022,Mouse,Accessories,East,3,96.34
23-03-2022,Tablet,Mobile,North,4,1935.16
23-03-2022,Mouse,Accessories,East,3,113.76
24-03-2022,Keyboard,Accessories,North,2,158.19
24-03-2022,Headphones,Accessories,North,2,215.32
25-03-2022,Smartphone,Mobile,East,3,1968.24
25-03-2022,Laptop,Computers,East,1,895.68
25-03-2022,Monitor,Computers,North,2,782.44
25-03-2022,Monitor,Computers,West,3,1087.76
25-03-2022,Tablet,Mobile,West,3,1351.5
26-03-2022,Smartphone,Mobile,North,2,1266.52
26-03-2022,Speaker,Audio,East,2,293.96
26-03-2022,Webcam,Accessories,South,3,224.23
27-03-2022,Tablet,Mobile,West,3,1418.13
28-03-2022,Smartwatch,Wearables,North,3,828.42
28-03-2022,Mouse,Accessories,East,2,83.64
29-03-2022,Speaker,Audio,North,2,311.62
30-03-2022,Headphones,Accessories,North,3,326.73
30-03-2022,Smartphone,Mobile,West,1,547.45
30-03-2022,Headphones,Accessories,East,3,416.46
30-03-2022,Headphones,Accessories,North,3,326.73
31-03-2022,Mouse,Accessories,East,2,92.7
31-03-2022,Speaker,Audio,South,4,660.92
31-03-2022,Keyboard,Accessories,East,1,72.89
01-04-2022,Headphones,Accessories,South,2,277.04
02-04-2022,Webcam,Accessories,West,1,98.93
03-04-2022,Speaker,Audio,East,5,778.95
03-04-2022,Tablet,Mobile,East,3,1146.33
03-04-2022,Webcam,Accessories,North,3,256.39
04-04-2022,Mouse,Accessories,East,2,81.72
04-04-2022,Tablet,Mobile,Central,1,482.25
04-04-2022,Laptop,Computers,North,2,1618.22
04-04-2022,Laptop,Computers,Central,2,1775.36
04-04-2022,Tablet,Mobile,East,3,1263.83
04-04-2022,Smartwatch,Wearables,East,1,251.48
04-04-2022,Mouse,Accessories,East,4,179.48
05-04-2022,Tablet,Mobile,South,4,1673.11
05-04-2022,Headphones,Accessories,South,5,646.35
05-04-2022,Smartphone,Mobile,South,4,2166.43
05-04-2022,Laptop,Computers,East,3,2333.32
06-04-2022,Smartwatch,Wearables,South,5,1283.4
07-04-2022,Monitor,Computers,West,3,1115.28
07-04-2022,Tablet,Mobile,South,3,1527.9
07-04-2022,Tablet,Mobile,East,3,1362.98
07-04-2022,Headphones,Accessories,East,1,116.2
08-04-2022,Tablet,Mobile,West,5,2245.28
08-04-2022,Keyboard,Accessories,North,3,248.97
09-04-2022,Tablet,Mobile,South,3,1431.03
10-04-2022,Headphones,Accessories,West,4,552.52
12-04-2022,Tablet,Mobile,East,1,419.94
12-04-2022,Smartwatch,Wearables,North,2,427.86
12-04-2022,Headphones,Accessories,Central,1,104.26
13-04-2022,Tablet,Mobile,West,1,436.34
13-04-2022,Monitor,Computers,East,2,675.19
14-04-2022,Smartphone,Mobile,West,5,3360.85
14-04-2022,Smartwatch,Wearables,East,3,798.78
14-04-2022,Smartphone,Mobile,East,2,1059.34
15-04-2022,Mouse,Accessories,West,4,180.88
15-04-2022,Headphones,Accessories,East,1,114.5
17-04-2022,Keyboard,Accessories,North,2,145.44
17-04-2022,Smartphone,Mobile,Central,2,1042.61
17-04-2022,Tablet,Mobile,West,1,457.37
18-04-2022,Smartphone,Mobile,South,5,3402.65
18-04-2022,Headphones,Accessories,Central,2,249.82
19-04-2022,Laptop,Computers,Central,2,1643.72
19-04-2022,Mouse,Accessories,East,3,134.94
20-04-2022,Keyboard,Accessories,East,5,446.6
20-04-2022,Smartwatch,Wearables,East,2,460.02
22-04-2022,Laptop,Computers,North,1,855.25
22-04-2022,Smartphone,Mobile,East,2,1145.47
22-04-2022,Smartphone,Mobile,West,3,1799.19
22-04-2022,Keyboard,Accessories,East,1,72.42
23-04-2022,Headphones,Accessories,East,3,404.01
23-04-2022,Headphones,Accessories,East,2,254.62
24-04-2022,Smartwatch,Wearables,Central,5,1214.01
24-04-2022,Smartwatch,Wearables,North,5,1382.45
24-04-2022,Headphones,Accessories,East,4,544.52
24-04-2022,Mouse,Accessories,North,3,112
25-04-2022,Webcam,Accessories,South,4,325.73
26-04-2022,Mouse,Accessories,Central,1,38.27
26-04-2022,Smartwatch,Wearables,Central,1,290.94
26-04-2022,Smartwatch,Wearables,North,2,562.4
27-04-2022,Webcam,Accessories,West,3,251.59
27-04-2022,Monitor,Computers,East,2,756.52
28-04-2022,Webcam,Accessories,West,2,157.98
29-04-2022,Speaker,Audio,Central,2,296.55
29-04-2022,Headphones,Accessories,West,5,607.3
29-04-2022,Laptop,Computers,South,5,4135.01
30-04-2022,Mouse,Accessories,Central,2,65.86
01-05-2022,Smartwatch,Wearables,West,4,986.47
04-05-2022,Webcam,Accessories,North,2,166.26
04-05-2022,Smartwatch,Wearables,North,3,804.57
04-05-2022,Speaker,Audio,South,2,275.87
05-05-2022,Smartwatch,Wearables,West,2,410.32
05-05-2022,Smartwatch,Wearables,West,3,674.27
05-05-2022,Smartwatch,Wearables,West,3,828.45
05-05-2022,Smartwatch,Wearables,East,2,506.29
06-05-2022,Laptop,Computers,Central,2,1738.52
06-05-2022,Mouse,Accessories,South,1,33.24
06-05-2022,Webcam,Accessories,Central,2,151.25
06-05-2022,Smartwatch,Wearables,South,3,785.56
06-05-2022,Speaker,Audio,South,4,663.2
08-05-2022,Speaker,Audio,West,5,713.53
08-05-2022,Speaker,Audio,Central,2,313
08-05-2022,Smartphone,Mobile,Central,2,1007.09
09-05-2022,Headphones,Accessories,Central,4,552.6
09-05-2022,Webcam,Accessories,North,4,341.73
09-05-2022,Smartphone,Mobile,Central,3,1588.91
10-05-2022,Smartwatch,Wearables,West,4,992.02
10-05-2022,Keyboard,Accessories,West,3,238.11
12-05-2022,Monitor,Computers,West,3,1141.65
12-05-2022,Speaker,Audio,Central,6,965.22
12-05-2022,Mouse,Accessories,South,4,164.65
13-05-2022,Mouse,Accessories,West,3,133.8
13-05-2022,Monitor,Computers,South,3,1088.53
13-05-2022,Tablet,Mobile,North,4,2003.6
13-05-2022,Smartphone,Mobile,West,3,2043.27
15-05-2022,Tablet,Mobile,North,4,1434.37
15-05-2022,Mouse,Accessories,South,4,174.64
15-05-2022,Laptop,Computers,South,3,2167.72
17-05-2022,Keyboard,Accessories,East,2,156.79
17-05-2022,Smartphone,Mobile,North,4,2157.84
17-05-2022,Tablet,Mobile,North,3,1471.17
18-05-2022,Monitor,Computers,Central,4,1259.28
18-05-2022,Smartphone,Mobile,South,5,2770.49
19-05-2022,Headphones,Accessories,South,2,223.42
20-05-2022,Smartwatch,Wearables,South,3,860.7
20-05-2022,Keyboard,Accessories,South,3,277.47
20-05-2022,Smartphone,Mobile,North,2,1271.52
21-05-2022,Headphones,Accessories,North,4,520.44
21-05-2022,Webcam,Accessories,East,5,456.84
21-05-2022,Headphones,Accessories,West,3,399.33
21-05-2022,Mouse,Accessories,Central,3,121.39
22-05-2022,Laptop,Computers,East,3,2086.94
22-05-2022,Keyboard,Accessories,South,6,530.67
23-05-2022,Mouse,Accessories,West,2,75.46
23-05-2022,Headphones,Accessories,East,2,191.04
24-05-2022,Monitor,Computers,South,2,689.69
24-05-2022,Smartphone,Mobile,East,1,648.2
24-05-2022,Keyboard,Accessories,East,4,367.28
24-05-2022,Smartphone,Mobile,Central,3,1597.92
24-05-2022,Headphones,Accessories,Central,1,96.06
25-05-2022,Laptop,Computers,North,3,2015.71
25-05-2022,Headphones,Accessories,Central,3,396.66
27-05-2022,Tablet,Mobile,Central,1,399.17
27-05-2022,Smartphone,Mobile,South,2,1208.72
28-05-2022,Keyboard,Accessories,North,3,248.82
28-05-2022,Monitor,Computers,West,1,386.64
28-05-2022,Laptop,Computers,North,2,1638.7
28-05-2022,Laptop,Computers,West,2,1321.31
29-05-2022,Tablet,Mobile,East,2,966.3
29-05-2022,Tablet,Mobile,North,3,1215.61
29-05-2022,Tablet,Mobile,North,1,391.71
29-05-2022,Speaker,Audio,North,3,451.14
30-05-2022,Webcam,Accessories,East,3,277.59
30-05-2022,Laptop,Computers,North,3,2249.43
30-05-2022,Tablet,Mobile,East,1,518.79
30-05-2022,Monitor,Computers,Central,3,842.4
31-05-2022,Smartphone,Mobile,Central,2,1272.26
31-05-2022,Keyboard,Accessories,Central,2,178.36
31-05-2022,Webcam,Accessories,North,4,361.48
01-06-2022,Tablet,Mobile,North,4,1800.4
01-06-2022,Speaker,Audio,South,4,678.96
01-06-2022,Headphones,Accessories,Central,3,401.55
01-06-2022,Laptop,Computers,Central,3,2630.95
02-06-2022,Webcam,Accessories,West,3,289.71
02-06-2022,Tablet,Mobile,West,2,814.93
02-06-2022,Headphones,Accessories,North,2,249.7
03-06-2022,Monitor,Computers,East,1,342.68
03-06-2022,Laptop,Computers,West,2,1711.29
03-06-2022,Tablet,Mobile,East,4,2080.2
04-06-2022,Mouse,Accessories,North,2,82.27
04-06-2022,Webcam,Accessories,Central,3,272.35
04-06-2022,Smartwatch,Wearables,Central,4,1116.08
05-06-2022,Speaker,Audio,South,1,155.01
05-06-2022,Speaker,Audio,North,2,329.46
05-06-2022,Mouse,Accessories,East,2,69.7
06-06-2022,Speaker,Audio,North,3,505.74
06-06-2022,Mouse,Accessories,West,4,158.87
07-06-2022,Tablet,Mobile,South,2,770.93
07-06-2022,Headphones,Accessories,East,3,350.47
07-06-2022,Webcam,Accessories,North,3,281.01
08-06-2022,Smartphone,Mobile,South,3,1926.18
09-06-2022,Headphones,Accessories,South,3,349.65
09-06-2022,Mouse,Accessories,South,4,169.76
09-06-2022,Smartwatch,Wearables,North,4,996.7
11-06-2022,Laptop,Computers,North,4,3057.23
12-06-2022,Mouse,Accessories,North,2,72.47
13-06-2022,Keyboard,Accessories,Central,1,73.59
13-06-2022,Speaker,Audio,East,4,603.4
13-06-2022,Keyboard,Accessories,North,1,91.47
14-06-2022,Headphones,Accessories,Central,5,584.84
14-06-2022,Smartphone,Mobile,East,3,1789.68
15-06-2022,Smartphone,Mobile,North,3,1806.99
15-06-2022,Headphones,Accessories,Central,2,220.24
15-06-2022,Smartphone,Mobile,North,3,1795.5
15-06-2022,Smartwatch,Wearables,North,2,466.79
16-06-2022,Mouse,Accessories,East,3,136.92
16-06-2022,Tablet,Mobile,Central,3,1498.53
16-06-2022,Speaker,Audio,North,5,815.35
16-06-2022,Tablet,Mobile,Central,1,524.54
17-06-2022,Monitor,Computers,East,4,1348.88
17-06-2022,Headphones,Accessories,West,1,130.52
18-06-2022,Tablet,Mobile,Central,2,915.04
18-06-2022,Laptop,Computers,East,4,3561.4
18-06-2022,Webcam,Accessories,Central,1,92.21
18-06-2022,Smartphone,Mobile,East,3,1898.43
19-06-2022,Keyboard,Accessories,South,2,168.32
19-06-2022,Headphones,Accessories,South,3,381.48
19-06-2022,Webcam,Accessories,North,1,104.39
19-06-2022,Webcam,Accessories,Central,1,89.15
20-06-2022,Mouse,Accessories,East,4,183.64
20-06-2022,Monitor,Computers,East,2,756.14
20-06-2022,Monitor,Computers,Central,2,676.27
21-06-2022,Tablet,Mobile,North,2,996.59
21-06-2022,Smartphone,Mobile,North,4,2007.26
21-06-2022,Tablet,Mobile,North,3,1482.09
22-06-2022,Mouse,Accessories,Central,5,174.34
23-06-2022,Laptop,Computers,North,4,3211.88
23-06-2022,Speaker,Audio,West,2,314.32
23-06-2022,Smartphone,Mobile,West,4,2170.36
23-06-2022,Mouse,Accessories,North,3,100.61
23-06-2022,Mouse,Accessories,South,4,168.36
24-06-2022,Webcam,Accessories,West,3,231.41
24-06-2022,Smartphone,Mobile,North,2,1205.6
24-06-2022,Tablet,Mobile,East,1,438.27
25-06-2022,Smartwatch,Wearables,North,2,507.44
25-06-2022,Speaker,Audio,West,1,134.95
26-06-2022,Tablet,Mobile,West,2,884.01
26-06-2022,Tablet,Mobile,South,4,1863.29
26-06-2022,Smartphone,Mobile,North,3,2037.06
27-06-2022,Smartphone,Mobile,Central,3,1819.5
27-06-2022,Mouse,Accessories,East,5,217.1
28-06-2022,Speaker,Audio,Central,4,617.52
28-06-2022,Headphones,Accessories,South,4,559.68
28-06-2022,Laptop,Computers,North,8,6370.06
29-06-2022,Smartphone,Mobile,West,4,
29-06-2022,Laptop,Computers,Central,2,1297.79
29-06-2022,Webcam,Accessories,East,3,250.88
01-07-2022,Smartphone,Mobile,East,1,440.69
01-07-2022,Monitor,Computers,East,1,278.65
01-07-2022,Monitor,Computers,North,2,624.62
01-07-2022,Smartphone,Mobile,South,2,1101.45
02-07-2022,Laptop,Computers,East,4,2425.41
02-07-2022,Webcam,Accessories,West,4,325.36
02-07-2022,Monitor,Computers,Central,2,586.46
03-07-2022,Smartwatch,Wearables,East,1,190.83
03-07-2022,Webcam,Accessories,South,3,207.82
04-07-2022,Speaker,Audio,Central,3,364.26
04-07-2022,Webcam,Accessories,North,2,177
04-07-2022,Smartwatch,Wearables,East,1,202.99
05-07-2022,Headphones,Accessories,Central,3,291.24
06-07-2022,Speaker,Audio,North,2,283.66
06-07-2022,Monitor,Computers,East,2,681.5
07-07-2022,Webcam,Accessories,North,3,258.54
07-07-2022,Smartphone,Mobile,North,2,1100.94
09-07-2022,Laptop,Computers,North,3,2343.42
09-07-2022,Monitor,Computers,South,4,1287.24
10-07-2022,Tablet,Mobile,East,1,383.79
10-07-2022,Speaker,Audio,North,1,137.92
11-07-2022,Headphones,Accessories,West,3,320.05
11-07-2022,Headphones,Accessories,North,1,112.11
11-07-2022,Smartphone,Mobile,Central,1,503.88
11-07-2022,Headphones,Accessories,South,3,352.02
12-07-2022,Smartwatch,Wearables,Central,2,441.76
13-07-2022,Monitor,Computers,North,3,1008.66
13-07-2022,Monitor,Computers,West,3,825.31
14-07-2022,Mouse,Accessories,West,3,103.08
14-07-2022,Smartwatch,Wearables,East,4,983.88
15-07-2022,Mouse,Accessories,East,2,72.78
15-07-2022,Smartphone,Mobile,North,3,1514.19
15-07-2022,Tablet,Mobile,West,3,1318.02
15-07-2022,Smartphone,Mobile,Central,4,2046.24
16-07-2022,Monitor,Computers,East,4,1060.49
16-07-2022,Tablet,Mobile,East,2,794.7
17-07-2022,Monitor,Computers,North,3,973.2
17-07-2022,Headphones,Accessories,Central,2,219.88
17-07-2022,Laptop,Computers,North,2,1276.16
17-07-2022,Keyboard,Accessories,North,2,149.32
18-07-2022,Headphones,Accessories,South,2,168.13
18-07-2022,Headphones,Accessories,South,2,223.8
20-07-2022,Keyboard,Accessories,East,2,119.68
20-07-2022,Headphones,Accessories,North,2,178.83
20-07-2022,Headphones,Accessories,Central,2,207.04
21-07-2022,Smartphone,Mobile,East,2,1152.8
21-07-2022,Mouse,Accessories,North,2,74.12
22-07-2022,Smartwatch,Wearables,West,2,452.8
22-07-2022,Smartwatch,Wearables,East,2,454.06
23-07-2022,Keyboard,Accessories,East,2,139.74
23-07-2022,Speaker,Audio,Central,2,274.4
23-07-2022,Tablet,Mobile,Central,2,741.76
23-07-2022,Smartphone,Mobile,East,1,509.66
24-07-2022,Speaker,Audio,West,1,137.89
24-07-2022,Speaker,Audio,Central,2,277.04
24-07-2022,Keyboard,Accessories,South,1,66.18
24-07-2022,Speaker,Audio,Central,1,114.9
24-07-2022,Headphones,Accessories,West,2,216.36
25-07-2022,Smartphone,Mobile,East,3,1597.83
26-07-2022,Tablet,Mobile,Central,2,804.94
26-07-2022,Monitor,Computers,East,3,818.35
27-07-2022,Laptop,Computers,East,4,3141.76
27-07-2022,Speaker,Audio,East,3,346.44
27-07-2022,Webcam,Accessories,East,3,238.56
28-07-2022,Webcam,Accessories,North,3,225.58
28-07-2022,Speaker,Audio,Central,4,525.73
28-07-2022,Smartphone,Mobile,North,1,540.62
29-07-2022,Laptop,Computers,East,2,1323.22
29-07-2022,Mouse,Accessories,North,3,94.87
29-07-2022,Tablet,Mobile,Central,4,1767.76
29-07-2022,Smartwatch,Wearables,North,5,1208.1
29-07-2022,Laptop,Computers,East,2,1323.22
30-07-2022,Smartphone,Mobile,East,2,867.46
30-07-2022,Headphones,Accessories,South,2,202.76
30-07-2022,Monitor,Computers,South,1,335.17
31-07-2022,Smartwatch,Wearables,South,3,737.43
31-07-2022,Mouse,Accessories,South,3,93.62
01-08-2022,Speaker,Audio,West,4,437.89
01-08-2022,Monitor,Computers,East,1,271.83
01-08-2022,Monitor,Computers,North,1,311.01
01-08-2022,Laptop,Computers,East,3,2160.33
01-08-2022,Headphones,Accessories,North,3,334.53
01-08-2022,Laptop,Computers,South,2,1485.19
02-08-2022,Speaker,Audio,East,3,350.93
02-08-2022,Smartphone,Mobile,West,1,514.79
03-08-2022,Monitor,Computers,West,2,561.82
03-08-2022,Smartwatch,Wearables,North,3,670.53
04-08-2022,Mouse,Accessories,North,3,92.53
05-08-2022,Tablet,Mobile,South,4,1414.6
05-08-2022,Headphones,Accessories,North,3,283.01
05-08-2022,Headphones,Accessories,South,1,116.22
05-08-2022,Smartphone,Mobile,East,4,2038.08
06-08-2022,Monitor,Computers,East,1,288.97
06-08-2022,Monitor,Computers,North,2,669.38
06-08-2022,Mouse,Accessories,South,1,32.05
06-08-2022,Keyboard,Accessories,Central,1,60.89
06-08-2022,Tablet,Mobile,West,1,423.83
07-08-2022,Laptop,Computers,South,3,2083.24
07-08-2022,Mouse,Accessories,South,2,63.14
07-08-2022,Speaker,Audio,North,3,416.04
08-08-2022,Speaker,Audio,West,1,118.78
08-08-2022,Laptop,Computers,North,4,2452.45
10-08-2022,Smartwatch,Wearables,Central,1,222.36
11-08-2022,Monitor,Computers,North,3,953.73
11-08-2022,Smartwatch,Wearables,West,2,411.98
11-08-2022,Monitor,Computers,East,2,617.16
12-08-2022,Smartwatch,Wearables,North,3,714.78
13-08-2022,Speaker,Audio,East,2,246.18
13-08-2022,Speaker,Audio,West,3,383.81
14-08-2022,Laptop,Computers,South,1,694.43
14-08-2022,Laptop,Computers,South,2,1580.66
15-08-2022,Mouse,Accessories,West,1,30.8
16-08-2022,Tablet,Mobile,South,4,1237.44
16-08-2022,Headphones,Accessories,Central,2,235.38
16-08-2022,Smartwatch,Wearables,West,2,477.18
17-08-2022,Smartphone,Mobile,West,4,2028.82
18-08-2022,Smartwatch,Wearables,South,2,402.66
18-08-2022,Headphones,Accessories,North,2,202.74
19-08-2022,Headphones,Accessories,Central,2,198.04
19-08-2022,Smartphone,Mobile,North,3,1585.35
19-08-2022,Headphones,Accessories,North,1,103.63
19-08-2022,Monitor,Computers,Central,4,956.03
20-08-2022,Mouse,Accessories,Central,4,121.89
20-08-2022,Smartphone,Mobile,West,2,862.85
20-08-2022,Smartwatch,Wearables,Central,2,363.38
20-08-2022,Monitor,Computers,North,1,282.54
21-08-2022,Webcam,Accessories,East,4,328.47
21-08-2022,Keyboard,Accessories,West,1,56.16
21-08-2022,Laptop,Computers,South,1,694.71
24-08-2022,Smartphone,Mobile,East,2,925.04
24-08-2022,Smartphone,Mobile,North,2,1029
24-08-2022,Smartphone,Mobile,West,2,1047.14
24-08-2022,Webcam,Accessories,West,3,247.17
25-08-2022,Smartphone,Mobile,West,3,1715.49
26-08-2022,Mouse,Accessories,North,2,56.61
26-08-2022,Headphones,Accessories,West,1,108.58
26-08-2022,Smartwatch,Wearables,Central,1,216.39
27-08-2022,Tablet,Mobile,South,3,1338.12
27-08-2022,Laptop,Computers,West,2,1415.9
27-08-2022,Webcam,Accessories,West,3,239.19
27-08-2022,Mouse,Accessories,Central,1,31.37
27-08-2022,Speaker,Audio,West,1,132.98
27-08-2022,Keyboard,Accessories,West,1,72.59
27-08-2022,Monitor,Computers,North,3,848.16
28-08-2022,Speaker,Audio,South,3,441.33
28-08-2022,Monitor,Computers,Central,3,961.35
28-08-2022,Mouse,Accessories,West,2,67.54
29-08-2022,Smartwatch,Wearables,Central,3,735.78
29-08-2022,Smartphone,Mobile,Central,3,1359.91
31-08-2022,Headphones,Accessories,West,3,274.41
31-08-2022,Smartphone,Mobile,Central,1,461.42
31-08-2022,Headphones,Accessories,East,1,95.41
31-08-2022,Keyboard,Accessories,East,2,127.28
31-08-2022,Headphones,Accessories,North,5,455.84
01-09-2022,Mouse,Accessories,East,3,132.75
03-09-2022,Mouse,Accessories,West,4,155.45
04-09-2022,Laptop,Computers,South,2,1398.33
04-09-2022,Monitor,Computers,North,3,1115.82
04-09-2022,Speaker,Audio,Central,4,649.96
04-09-2022,Headphones,Accessories,East,1,135
06-09-2022,Monitor,Computers,West,4,1576.2
06-09-2022,Smartwatch,Wearables,Central,1,258.33
07-09-2022,Tablet,Mobile,Central,1,470.08
07-09-2022,Mouse,Accessories,North,3,111.38
07-09-2022,Laptop,Computers,North,4,3635.72
07-09-2022,Keyboard,Accessories,South,6,518.64
07-09-2022,Mouse,Accessories,East,3,107.89
07-09-2022,Speaker,Audio,Central,2,304.86
07-09-2022,Keyboard,Accessories,Central,4,327.96
08-09-2022,Laptop,Computers,Central,3,2217.1
08-09-2022,Smartphone,Mobile,West,1,591.85
09-09-2022,Keyboard,Accessories,Central,2,141.28
09-09-2022,Mouse,Accessories,South,3,114.06
10-09-2022,Smartwatch,Wearables,North,2,568.8
10-09-2022,Speaker,Audio,West,3,513.72
11-09-2022,Keyboard,Accessories,North,5,462.9
11-09-2022,Tablet,Mobile,Central,3,1486.83
11-09-2022,Headphones,Accessories,West,3,319.27
12-09-2022,Headphones,Accessories,Central,3,403.02
12-09-2022,Keyboard,Accessories,East,2,182.94
12-09-2022,Smartphone,Mobile,South,1,598.72
12-09-2022,Tablet,Mobile,South,3,1398.9
12-09-2022,Keyboard,Accessories,South,3,259.58
12-09-2022,Tablet,Mobile,North,2,943.26
13-09-2022,Smartwatch,Wearables,Central,3,768.6
13-09-2022,Tablet,Mobile,West,3,1385.79
13-09-2022,Speaker,Audio,Central,4,574.02
14-09-2022,Mouse,Accessories,West,2,69.94
14-09-2022,Headphones,Accessories,South,4,430.52
15-09-2022,Smartphone,Mobile,South,1,626.88
15-09-2022,Speaker,Audio,South,4,652.92
15-09-2022,Smartwatch,Wearables,East,4,
16-09-2022,Smartphone,Mobile,West,2,1245.46
16-09-2022,Laptop,Computers,West,3,2706.66
16-09-2022,Monitor,Computers,West,4,1332.81
17-09-2022,Mouse,Accessories,South,2,79.74
17-09-2022,Smartphone,Mobile,East,2,1158.07
17-09-2022,Webcam,Accessories,North,2,185.88
17-09-2022,Headphones,Accessories,East,5,621.25
17-09-2022,Mouse,Accessories,West,3,102.38
17-09-2022,Tablet,Mobile,West,1,357.71
18-09-2022,Headphones,Accessories,South,3,407.55
18-09-2022,Mouse,Accessories,Central,1,44.62
19-09-2022,Monitor,Computers,Central,4,1226.27
19-09-2022,Keyboard,Accessories,West,2,157.84
19-09-2022,Mouse,Accessories,East,3,106.7
19-09-2022,Tablet,Mobile,North,3,1212.58
19-09-2022,Headphones,Accessories,West,1,120.26
20-09-2022,Headphones,Accessories,East,3,348.27
20-09-2022,Headphones,Accessories,South,4,489.44
20-09-2022,Monitor,Computers,East,3,925.15
21-09-2022,Headphones,Accessories,West,3,387.42
21-09-2022,Smartwatch,Wearables,South,3,765.93
21-09-2022,Webcam,Accessories,North,1,83.25
21-09-2022,Speaker,Audio,East,1,122.52
22-09-2022,Webcam,Accessories,East,3,306.21
22-09-2022,Speaker,Audio,North,3,494.22
23-09-2022,Laptop,Computers,Central,5,4304.73
23-09-2022,Smartwatch,Wearables,West,1,257.11
23-09-2022,Tablet,Mobile,East,1,401.32
24-09-2022,Mouse,Accessories,North,3,113.62
24-09-2022,Monitor,Computers,North,4,1615.6
25-09-2022,Mouse,Accessories,North,1,32.04
25-09-2022,Webcam,Accessories,North,1,96.57
26-09-2022,Headphones,Accessories,North,3,375.14
26-09-2022,Keyboard,Accessories,East,4,329.5
27-09-2022,Speaker,Audio,West,2,301.72
27-09-2022,Laptop,Computers,South,2,1321.98
28-09-2022,Keyboard,Accessories,South,5,396.72
28-09-2022,Mouse,Accessories,West,3,139.92
29-09-2022,Laptop,Computers,West,3,2504.6
29-09-2022,Speaker,Audio,West,2,304.51
29-09-2022,Laptop,Computers,Central,3,2101.99
30-09-2022,Webcam,Accessories,North,5,387.28
30-09-2022,Monitor,Computers,South,1,373.88
30-09-2022,Keyboard,Accessories,West,2,180.08
30-09-2022,Webcam,Accessories,West,2,201.06
01-10-2022,Monitor,Computers,West,6,1688.06
01-10-2022,Monitor,Computers,South,2,635.36
01-10-2022,Smartwatch,Wearables,North,4,1021.48
01-10-2022,Monitor,Computers,Central,1,327.02
02-10-2022,Monitor,Computers,South,2,641.17
02-10-2022,Monitor,Computers,South,2,651.29
03-10-2022,Smartwatch,Wearables,East,1,252.9
03-10-2022,Keyboard,Accessories,North,3,231.01
04-10-2022,Headphones,Accessories,South,4,424.35
